"id","plot.number","taxpayer.men","taxpayer.women","no.tax.men","no.tax.women","in.russia.men","in.russia.women","total.men","total.women","upper","lower","worker.industrial","worker.other","servants","other","not.present","orthodox","other.christian","other.religion","draft"
1830,173,1,1,2,5,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0
1831,173,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1832,173,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1833,173,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
1834,173,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1835,173,1,1,2,1,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0
1836,173,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1837,173,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1838,173,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1839,173,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1840,173,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1841,173,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1842,173,1,1,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0
1843,173,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1844,173,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1845,173,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1846,173,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
1847,173,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1848,175,2,1,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0
1849,175,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1850,175,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1851,175,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1852,176,1,1,2,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0
1853,176,1,0,2,1,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0
1854,178,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1855,178,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1856,178,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1857,178,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1858,178,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1859,178,1,2,0,1,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0
1860,178,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1861,178,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1862,178,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1863,178,0,1,0,2,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0
1864,178,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1865,178,1,1,2,2,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0
1866,178,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
1867,178,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,2,0,0,0
1868,178,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1869,178,1,1,1,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0
1870,178,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1871,178,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1872,178,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1873,178,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1874,178,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1875,178,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1876,178,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1877,178,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1878,178,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1879,178,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1880,178,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1881,178,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1882,178,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1883,178,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1884,178,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0
1885,178,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1886,178,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1887,178,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1888,178,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1889,178,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1890,178,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1891,178,1,3,0,0,0,0,1,3,4,0,0,0,0,0,0,4,0,0,0
1892,178,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1893,178,1,1,1,1,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0
1894,178,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1895,178,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1896,178,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1897,178,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1898,178,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1899,178,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1900,178,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1901,178,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1902,178,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1903,178,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
1904,178,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1905,178,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1906,178,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1907,178,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1908,178,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1909,178,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1910,178,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1911,178,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1912,178,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1913,178,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1914,178,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1915,178,0,1,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
1916,178,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1917,178,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1918,178,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
1919,178,1,1,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
1920,178,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1921,178,1,1,2,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0
1922,178,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1923,178,1,1,1,3,0,0,2,4,0,0,0,6,0,0,0,0,0,0,0
1924,178,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
1925,178,1,1,1,2,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0
1926,178,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1927,178,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1928,178,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1929,178,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1930,178,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
